_cross_domain_signature,source_capacity,source_replicates,source_capacity_std,source_capacity_spread,target_capacity,target_replicates,target_capacity_std,target_capacity_spread,capacity_shift,absolute_capacity_shift
15761722521374951181,16.10270243,3,1.1859873349861854,2.0772850699999985,19.26992768,3,0.5565307331971229,1.088352780000001,3.1672252499999978,3.1672252499999978
12678559712954565848,16.33182844,3,1.8464597755582532,3.2185535200000004,19.78484896,3,0.7941954140633273,1.5517610499999996,3.4530205200000026,3.4530205200000026
18057179016669917009,16.56544362,3,3.961982492978508,6.864955176999999,19.78377849,3,0.8561648219835515,1.6999686700000005,3.2183348699999996,3.2183348699999996
15372160975156318604,16.37114691,3,1.8837269995442183,3.6390685000000005,20.67835043,3,0.46517059011799156,0.8824834800000012,4.307203519999998,4.307203519999998
7262915639397464744,16.63389065,3,4.331746388460078,7.761245228999998,20.66529595,3,0.4427499960918926,0.8546382600000015,4.031405299999999,4.031405299999999
175192195968700888,15.1857729,9,2.219982470253417,7.761245228999998,20.025033185,14,0.847477039835171,2.2380936300000016,4.839260285000002,4.839260285000002
6980173315963619956,16.12273579,3,1.476663190519253,2.595169500000001,21.49577512,3,1.1847717132015994,2.1479263700000004,5.373039330000001,5.373039330000001
13098093264770999469,15.137365115,6,0.42216132978270043,1.2605346399999995,18.26438455,9,0.9369419079495462,2.8350935600000007,3.1270194349999993,3.1270194349999993
16871025278348489500,13.19496083,3,0.05434620830669526,0.10679464000000038,17.26357285,3,0.09304306999208228,0.1729319199999999,4.06861202,4.06861202
17341346626665439523,13.69478026,3,0.4449438670037317,0.8657092099999986,16.13579508,3,0.3165028531349215,0.5837325400000015,2.4410148200000013,2.4410148200000013
5370958945688439817,17.83137844,3,1.3554278352093168,2.484561450000001,21.75317842,3,0.5089387188493394,1.0166903299999994,3.9217999799999994,3.9217999799999994
11458264218181395617,14.63109228,3,0.8924488648824095,1.7829378200000008,19.16141715,3,0.37971272327030736,0.6582981199999978,4.530324869999998,4.530324869999998
15057477215985269946,14.07863103,3,0.02527197043296658,0.044470290000001356,17.98311701,3,0.0823859634203891,0.15219754000000307,3.9044859800000005,3.9044859800000005
6537491400831065065,20.34218255,3,0.33911442682260085,0.6057655199999985,22.89928752,3,1.6938392942546747,3.3185392699999987,2.557104970000001,2.557104970000001
7183166703013568513,14.57192725,3,0.20524877746605044,0.3576139300000012,18.5045802,3,0.21582257673911492,0.3849440200000025,3.9326529499999996,3.9326529499999996
