Adsorbent,Pyrolysis temperature ,Pyrolysis time,C,H,O,N,(O+N)/C,Ash,H/C,O/C,N/C,Surface area,Pore volume,Average pore size,Pollutant,Adsorption time,Initial concentration,Solution pH,RPM,Volume,Adsorbent dosage,Adsorption temperature,Ion concentration,Humic acid,Wastewater type,Adsorption type,_condition_signature,n_replicates,Capacity,capacity_mean,capacity_std,capacity_min,capacity_max,capacity_spread,Final concentration,_cross_domain_signature
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,60,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,1825449701767930527,3,91.05162851,90.71094987666667,1.63168600593629,88.93581999,92.14540113,3.2095811399999974,16.34225572,1831300268555900035
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,120,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,17485199630258976541,3,95.45575979,95.99635124333334,10.906281770396633,85.37041814,107.1628758,21.792457659999997,15.68163603,14615115361624732361
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,240,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,13986775416817193490,3,102.0173098,98.41243805,13.165920449709875,83.81957075,109.4004336,25.580862850000003,14.69740353,17532704394185576884
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,480,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,14150664927640470001,3,92.89581855,96.68297920333333,12.67729499226648,86.33087176,110.8222473,24.491375540000007,16.06562722,15623530893936147813
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,720,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,17917615021032268182,3,98.33483822,93.29938012666666,9.635885298730775,82.1890143,99.37428786,17.18527356,15.24977427,10930103189113536160
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,960,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,1320219283924172994,3,98.53143789,96.54213813000001,4.97155176919039,90.8839765,100.211,9.327023499999996,15.22028432,6383588644189169924
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,1440,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,8967210610406948114,12,92.52561308,95.11971147583334,7.776416118390369,84.7324625,107.8474291,23.114966600000002,16.12115804,6201870339659061428
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,0,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,9758693426870392352,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9118276425417417370
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,30,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,15105263796712302264,3,71.26186908,82.94064974666667,34.984874766381104,55.28905586,122.2710243,66.98196844,19.31071964,13515343038612849874
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,60,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,1973144803701592767,3,73.30368092,73.90531558666667,1.1370323045867072,73.19550477,75.21676107,2.0212563000000046,19.00444786,16002516341922887779
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,120,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,5290555006896039165,3,79.17594846,78.44626987666666,8.856176269095728,69.24782798,86.91503319,17.667205210000006,18.12360773,13705049281747097961
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,240,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,6525715953273260978,3,79.91301527,79.18924554333334,10.310015062059042,68.53641667,89.11830469,20.581888020000008,18.01304771,15109454423716139156
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,480,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,10242914612736322065,3,68.49643457,74.14551093333334,12.036235371328315,65.97291703,87.9671812,21.994264169999994,19.72553481,7198551348944811973
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,720,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,11851203687420530550,3,75.44196368,72.47042869666666,8.562027948140813,62.81852335,79.15079906,16.332275709999998,18.68370545,12841015315691303488
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,960,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,5948951389096726370,3,79.93079374,77.82652798666668,4.568703157681563,72.58487273,80.96391749,8.37904476,18.01038094,2555793630376993380
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,IBU,1440,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,7280493372433106610,12,73.65280341,75.724004935,7.134742140981697,65.45124426,88.38450936,22.9332651,18.952079485,7339937520178522516
