_input_signature,n_rows,target_unique,target_min,target_max,target_spread
3661460638293703265,1,1,76.81159533,76.81159533,0.0
3661506406695586623,1,1,51.15141779,51.15141779,0.0
3673412737775618899,1,1,58.69017588,58.69017588,0.0
3681363947390771324,2,2,89.13040646,122.33232,33.20191353999999
3711581686983402663,3,1,38.66666667,38.66666667,0.0
3713179060534583340,3,3,19.35772106,20.27383188,0.9161108200000001
3735963963119871307,3,3,5.276775074,6.199442038,0.9226669640000003
3756902283419188653,3,3,8.180660073,8.700179581,0.5195195080000001
3777436004150854088,3,3,1.202111593,1.463445938,0.2613343450000001
3790332834202311929,3,3,18.05516827,18.9880682,0.9328999300000014
3805779553248948725,3,3,20.65031669,23.96885596,3.3185392699999987
3825282184374800422,1,1,0.194920312,0.194920312,0.0
3827097178602094969,1,1,59.03248805,59.03248805,0.0
3844158192553614737,1,1,16.54598831,16.54598831,0.0
3844729615975385922,3,3,1.615138512,2.567743814,0.952605302
3853671056979919144,1,1,138.6551677,138.6551677,0.0
3861496676312990239,3,2,9.265683724,9.482509396,0.2168256719999988
3871291834956015220,3,3,2.453882584,2.641405885,0.18752330100000014
3871708175211330081,11,5,43.11111111,96.44444444,53.333333329999995
3899225761780662487,3,3,15.16597837,15.65621335,0.4902349800000003
3900014019888937979,1,1,71.93564073,71.93564073,0.0
3907017987546331420,9,9,7.308918444,8.048285856,0.739367412
3912119786576835457,3,3,142.2055534,145.0135566,2.8080031999999733
3926410718330234365,3,3,69.80109888,79.65647002,9.855371140000003
3952382003531286984,3,1,90.27777778,90.27777778,0.0
3988610212697559040,3,3,174.0739176,174.5851161,0.5111985000000061
3989955081928709176,3,3,146.7093181,146.8294117,0.12009360000001834
4024643699089491103,2,2,1.869918264,2.112798569,0.24288030500000013
4025050983213198466,3,3,8.237967246,8.279527543,0.04156029700000019
4071952786420779155,3,3,18.64785339,19.2556858,0.6078324099999968
4079174506986504862,2,2,173.3333333,186.6666667,13.333333400000015
4080628655074361530,3,3,0.983344502,1.480982773,0.497638271
4083583832134547610,3,1,29.77777778,29.77777778,0.0
4097433552957510200,3,1,0.0,0.0,0.0
4110917234554053486,2,2,19.70493702,19.8258386,0.12090158000000173
4146691656961448715,3,3,2.270630673,2.450240596,0.17960992300000012
4148735206806841230,3,3,5.197240399,5.598474554,0.40123415500000004
4150032038491825458,1,1,117.1773667,117.1773667,0.0
4160767716773963609,1,1,135.9472298,135.9472298,0.0
4167504767039083720,1,1,16.92112006,16.92112006,0.0
4187943329359161438,3,3,11.05039208,17.38398811,6.333596030000001
4187993870315199862,3,3,11.36373002,11.63193861,0.2682085900000004
4194593071474876456,3,3,149.605412,187.9339624,38.32855040000001
4200786981586363771,3,3,201.8586533,201.9397104,0.08105710000000954
4230070745459176222,3,3,3.097035794,4.075782998,0.9787472040000003
4257590620893720876,3,3,193.813883,194.0032193,0.1893363000000079
4269381488393867591,3,3,16.95660744,17.26220161,0.30559417000000266
4311500795241802593,3,3,14.2443325,14.409635,0.16530249999999924
4312049738884130310,3,3,15.4005895,16.47240086,1.0718113599999999
4341522045272601392,3,3,10.63086752,11.82417439,1.193306869999999
4363513300429220332,3,3,-5.648089437,-3.809202928,1.8388865090000004
4368985939101191104,3,3,4.353663214,4.929037208,0.5753739939999996
4370339394921718160,3,1,102.9761905,102.9761905,0.0
